-99	-99	-99	-99	-99	-99
7	6	9	4	6	9
11	7	11	5	11	3
12	9	12	10	23	9
7	4	16	4	10	3
5	7	14	5	3	1
21	14	14	12	13	12
8	6	13	7	13	6
7	5	9	7	7	6
6	10	12	6	23	5
16	15	10	5	21	12
11	8	12	5	12	6
12	13	17	7	14	6
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
11	7	17	8	8	10
16	11	9	8	11	6
15	17	11	9	17	13
15	4	16	10	16	12
16	11	14	10	15	12
8	6	6	4	4	3
7	8	6	8	5	6
8	3	15	6	5	14
17	6	13	12	12	9
4	2	6	5	4	8
4	3	7	5	3	8
21	15	12	12	20	10
6	5	6	9	5	4
9	14	14	11	5	9
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
11	13	7	10	11	12
14	2	9	8	5	5
20	16	19	13	17	12
8	3	18	8	6	8
11	5	9	5	7	6
9	2	8	5	3	2
3	2	6	2	6	5
10	4	10	3	5	3
16	18	17	9	12	11
17	5	13	3	8	4
21	9	12	6	14	13
6	4	12	5	6	11
16	9	14	8	8	8
22	19	15	9	21	14
14	5	11	8	17	3
8	5	10	7	4	5
12	10	12	10	19	7
16	15	13	6	11	6
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
17	15	15	8	13	7
22	11	18	10	20	14
14	8	10	9	7	10
16	16	11	8	17	8
10	16	10	12	18	14
10	2	15	10	18	8
9	9	13	11	10	9
18	4	15	8	10	11
8	13	13	10	18	13
10	5	10	8	6	3
15	13	13	13	19	14
11	6	10	8	13	7
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
20	10	16	14	20	12
15	4	11	10	12	10
8	6	7	5	9	6
9	5	17	6	8	5
20	11	16	9	8	12
12	10	15	9	7	12
11	9	16	8	11	10
14	14	15	9	23	14
14	17	17	9	21	14
14	5	12	8	5	9
12	10	11	10	13	7
13	4	10	4	13	10
10	6	16	5	3	8
9	8	9	4	7	12
12	12	12	6	17	7
6	5	8	7	7	4
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
14	5	12	7	17	9
16	12	10	6	17	10
14	11	9	8	8	11
5	4	7	7	9	5
14	6	6	7	12	7
18	14	8	6	13	10
5	8	10	10	12	9
14	14	16	8	11	14
19	9	11	9	14	7
16	6	13	11	3	11
9	7	12	6	15	6
9	6	12	6	11	7
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
10	8	11	6	5	13
7	6	11	9	5	9
4	3	13	8	19	11
5	5	6	4	5	4
9	7	11	10	8	10
18	10	11	8	11	11
18	14	10	10	7	12
13	14	19	13	18	13
15	15	20	8	18	13
12	13	15	8	22	11
5	5	10	6	7	6
3	9	13	8	13	11
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
14	4	13	9	6	12
11	17	17	8	21	13
21	17	21	13	18	12
21	15	14	10	8	7
16	5	11	7	6	8
9	9	14	6	11	6
8	3	15	5	3	5
8	8	14	5	11	6
16	9	14	9	12	9
5	6	8	6	9	11
9	9	14	10	14	5
10	6	8	5	4	1
7	7	8	5	4	1
16	6	16	9	10	10
11	5	15	8	7	4
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
13	8	8	6	13	5
9	4	17	12	9	7
13	8	11	7	9	5
8	4	9	5	10	8
15	5	12	8	19	13
16	10	14	4	8	7
12	6	17	13	16	13
19	14	18	5	14	9
13	11	16	7	10	10
10	7	5	8	7	5
10	3	14	6	9	12
21	17	12	7	12	13
17	14	17	11	12	12
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
11	8	17	3	5	3
8	9	13	6	17	8
11	4	14	7	5	7
15	7	13	6	6	8
7	9	12	10	7	9
9	7	15	13	16	9
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
12	11	15	11	8	6
4	8	9	3	8	7
10	9	14	5	11	6
12	7	13	10	18	13
12	11	17	7	9	7
15	7	9	6	6	2
12	5	12	6	5	6
12	11	11	5	8	4
18	12	15	7	21	12
14	14	15	6	17	12
23	9	10	4	12	6
16	15	13	7	12	10
16	16	14	8	13	11
17	13	13	9	12	10
17	13	14	9	13	9
18	15	18	13	22	13
7	13	16	9	10	12
9	9	12	9	7	8
8	15	16	9	12	7
18	14	17	9	15	12
19	7	16	6	13	2
14	13	15	9	6	10
17	17	17	10	20	14
13	11	18	10	17	12
10	7	14	12	16	12
15	12	12	12	12	10
7	6	13	11	13	12
4	3	8	5	1	5
10	6	14	11	19	9
7	16	11	8	7	12
10	13	16	10	16	9
15	6	14	6	15	10
15	10	14	6	21	11
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
-99	-99	-99	-99	-99	-99
